,country,year,Generation X,Silent,G.I. Generation,Boomers,Millenials,Generation Z
0,Argentina,2010,0.44886170574243967,0.25008494733265374,0.0,0.0,0.28304451240231054,0.018008834522595992
0,Armenia,1991,0.075,0.25,0.0875,0.5875,0.0,0.0
0,Armenia,1992,0.12048192771084337,0.30120481927710846,0.060240963855421686,0.5180722891566265,0.0,0.0
0,Armenia,1993,0.09433962264150944,0.32075471698113206,0.07547169811320754,0.5094339622641509,0.0,0.0
0,Armenia,1994,0.08928571428571429,0.3392857142857143,0.10714285714285714,0.4375,0.026785714285714284,0.0
0,Armenia,1995,0.34615384615384615,0.3076923076923077,0.03076923076923077,0.3076923076923077,0.007692307692307693,0.0
0,Armenia,1996,0.2413793103448276,0.3448275862068966,0.034482758620689655,0.3563218390804598,0.022988505747126436,0.0
0,Armenia,1997,0.18181818181818182,0.37662337662337664,0.05194805194805195,0.37662337662337664,0.012987012987012988,0.0
0,Armenia,1998,0.16666666666666666,0.3333333333333333,0.045454545454545456,0.4393939393939394,0.015151515151515152,0.0
0,Armenia,1999,0.208955223880597,0.3582089552238806,0.04477611940298507,0.3880597014925373,0.0,0.0
0,Armenia,2000,0.2459016393442623,0.29508196721311475,0.14754098360655737,0.3114754098360656,0.0,0.0
0,Armenia,2001,0.05,0.4666666666666667,0.0,0.36666666666666664,0.11666666666666667,0.0
0,Armenia,2002,0.17567567567567569,0.35135135135135137,0.0,0.3783783783783784,0.0945945945945946,0.0
0,Armenia,2003,0.1694915254237288,0.3898305084745763,0.0,0.4067796610169492,0.03389830508474576,0.0
0,Armenia,2004,0.0,0.0,0.0,0.0,0.0,0.0
0,Armenia,2005,0.0,0.0,0.0,0.0,0.0,0.0
0,Armenia,2006,0.10256410256410256,0.47435897435897434,0.0,0.28205128205128205,0.14102564102564102,0.0
0,Armenia,2007,0.056338028169014086,0.4084507042253521,0.0,0.38028169014084506,0.14084507042253522,0.014084507042253521
0,Armenia,2008,0.09523809523809523,0.47619047619047616,0.0,0.3333333333333333,0.06349206349206349,0.031746031746031744
0,Armenia,2009,0.07547169811320754,0.4339622641509434,0.0,0.37735849056603776,0.11320754716981132,0.0
0,Armenia,2010,0.4246575342465753,0.3835616438356164,0.0,0.0,0.136986301369863,0.0547945205479452
0,Aruba,1991,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1992,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1993,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1994,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1995,0.5,0.125,0.25,0.125,0.0,0.0
0,Aruba,1996,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1997,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1998,0.0,0.0,0.0,0.0,0.0,0.0
0,Aruba,1999,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,Aruba,2000,0.3,0.0,0.3,0.4,0.0,0.0
0,Aruba,2001,0.0,0.0,0.0,1.0,0.0,0.0
0,Aruba,2002,0.2222222222222222,0.4444444444444444,0.0,0.2222222222222222,0.1111111111111111,0.0
0,Aruba,2003,0.0,0.0,0.0,1.0,0.0,0.0
0,Aruba,2004,0.125,0.5,0.0,0.25,0.125,0.0
0,Aruba,2005,0.1,0.3,0.0,0.5,0.1,0.0
0,Aruba,2006,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0
0,Aruba,2007,0.25,0.25,0.0,0.375,0.125,0.0
0,Aruba,2008,0.25,0.25,0.0,0.5,0.0,0.0
0,Aruba,2009,0.25,0.25,0.0,0.5,0.0,0.0
0,Aruba,2010,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0
0,Australia,1991,0.19143356643356643,0.16127622377622378,0.06687062937062938,0.576048951048951,0.004370629370629371,0.0
0,Australia,1992,0.20435362061306087,0.1896934695690804,0.05864060417592181,0.5446468236339405,0.0026654820079964462,0.0
0,Australia,1993,0.1874386653581943,0.18056918547595682,0.06329735034347399,0.5652600588812562,0.0034347399411187437,0.0
0,Australia,1994,0.18922470433639949,0.17082785808147175,0.05825667980727114,0.5799386771791503,0.0017520805957074025,0.0
0,Australia,1995,0.42857142857142855,0.16267281105990783,0.053456221198156684,0.3534562211981567,0.0018433179723502304,0.0
0,Australia,1996,0.4097279472382523,0.17147568013190437,0.06183017312448475,0.35078318219291016,0.006183017312448475,0.0
0,Australia,1997,0.42781557067271353,0.15154950869236583,0.06160241874527589,0.35374149659863946,0.005291005291005291,0.0
0,Australia,1998,0.42629179331306993,0.14855623100303952,0.05167173252279635,0.37044072948328266,0.00303951367781155,0.0
0,Australia,1999,0.40233118971061094,0.15635048231511253,0.05627009646302251,0.37861736334405144,0.006430868167202572,0.0
0,Australia,2000,0.3851944792973651,0.15391049769970724,0.06189878711836052,0.39523212045169387,0.0037641154328732747,0.0
0,Australia,2001,0.24328722538649308,0.2160292921074044,0.0,0.39788445890968266,0.14279902359641986,0.0
0,Australia,2002,0.23932729624838292,0.21345407503234154,0.0,0.4126778783958603,0.13454075032341525,0.0
0,Australia,2003,0.23191094619666047,0.23283858998144713,0.0,0.3937847866419295,0.1414656771799629,0.0
0,Australia,2004,0.22138126773888364,0.24976348155156103,0.0,0.39640491958372753,0.13245033112582782,0.0
0,Australia,2005,0.0,0.0,0.0,0.0,0.0,0.0
0,Australia,2006,0.16580066131317903,0.27350023618327823,0.0,0.41615493623051486,0.14454416627302788,0.0
0,Australia,2007,0.1933602512337371,0.2602063705697622,0.0,0.4064602960969044,0.13458950201884254,0.005383580080753701
0,Australia,2008,0.18966253737718924,0.2571550619393422,0.0,0.42545920546774885,0.12302434856898761,0.004698846646732166
0,Australia,2009,0.1878476679503637,0.27513906718014547,0.0,0.41762943945228925,0.11810012836970475,0.0012836970474967907
0,Australia,2010,0.5987603305785124,0.271900826446281,0.0,0.0,0.12479338842975207,0.004545454545454545
0,Austria,1991,0.10570944036178632,0.2713397399660825,0.17354437535330694,0.4482758620689655,0.0011305822498586771,0.0
0,Austria,1992,0.09948834565093803,0.27231381466742466,0.15747583854462763,0.4673109721432632,0.0034110289937464467,0.0
0,Austria,1993,0.0903755868544601,0.2658450704225352,0.16901408450704225,0.4688967136150235,0.005868544600938967,0.0
0,Austria,1994,0.09572072072072071,0.2702702702702703,0.15033783783783783,0.4774774774774775,0.006193693693693694,0.0
0,Austria,1995,0.2511185682326622,0.2651006711409396,0.15883668903803133,0.32046979865771813,0.0044742729306487695,0.0
0,Austria,1996,0.21135469364811693,0.28499156829679595,0.16863406408094436,0.33277121978639684,0.0022484541877459247,0.0
0,Austria,1997,0.24685929648241206,0.27889447236180903,0.15201005025125627,0.3203517587939699,0.0018844221105527637,0.0
0,Austria,1998,0.21423989737010904,0.28864656831302116,0.1565105837075048,0.3354714560615779,0.005131494547787043,0.0
0,Austria,1999,0.20707395498392284,0.290032154340836,0.16527331189710612,0.3356913183279743,0.0019292604501607716,0.0
0,Austria,2000,0.19899244332493704,0.3054156171284635,0.16624685138539042,0.3243073047858942,0.005037783375314861,0.0
0,Austria,2001,0.1229012760241773,0.458025520483546,0.0,0.33781061114842176,0.08126259234385494,0.0
0,Austria,2002,0.1210560206052801,0.4468770122343851,0.0,0.3547971667739858,0.07726980038634901,0.0
0,Austria,2003,0.10302197802197802,0.4608516483516483,0.0,0.3516483516483517,0.08447802197802198,0.0
0,Austria,2004,0.10267229254571027,0.4838255977496484,0.0,0.31926863572433195,0.09423347398030943,0.0
0,Austria,2005,0.09649749821300929,0.48177269478198714,0.0,0.34667619728377413,0.07505360972122944,0.0
0,Austria,2006,0.09329221279876639,0.46954510408635314,0.0,0.3646877409406322,0.07247494217424827,0.0
0,Austria,2007,0.09649805447470818,0.49182879377431904,0.0,0.32607003891050584,0.0840466926070039,0.0015564202334630351
0,Austria,2008,0.08208366219415943,0.4972375690607735,0.0,0.35674822415153906,0.06077348066298342,0.0031570639305445935
0,Austria,2009,0.09154929577464789,0.4984350547730829,0.0,0.33881064162754304,0.0649452269170579,0.006259780907668232
0,Austria,2010,0.4248417721518987,0.4897151898734177,0.0,0.0,0.08306962025316456,0.0023734177215189874
0,Azerbaijan,1991,0.22388059701492538,0.20149253731343283,0.029850746268656716,0.5373134328358209,0.007462686567164179,0.0
0,Azerbaijan,1992,0.2152777777777778,0.2013888888888889,0.04861111111111111,0.5347222222222222,0.0,0.0
0,Azerbaijan,1993,0.23529411764705882,0.19327731092436976,0.058823529411764705,0.4957983193277311,0.01680672268907563,0.0
0,Azerbaijan,1994,0.1276595744680851,0.3191489361702128,0.0425531914893617,0.5106382978723404,0.0,0.0
0,Azerbaijan,1995,0.3469387755102041,0.16326530612244897,0.061224489795918366,0.42857142857142855,0.0,0.0
0,Azerbaijan,1996,0.391304347826087,0.30434782608695654,0.057971014492753624,0.2463768115942029,0.0,0.0
0,Azerbaijan,1997,0.35514018691588783,0.2523364485981308,0.0,0.3925233644859813,0.0,0.0
0,Azerbaijan,1998,0.30357142857142855,0.21428571428571427,0.03571428571428571,0.42857142857142855,0.017857142857142856,0.0
0,Azerbaijan,1999,0.37037037037037035,0.2037037037037037,0.0,0.42592592592592593,0.0,0.0
0,Azerbaijan,2000,0.46774193548387094,0.1935483870967742,0.04838709677419355,0.27419354838709675,0.016129032258064516,0.0
0,Azerbaijan,2001,0.19873817034700317,0.20189274447949526,0.0,0.2996845425867508,0.2996845425867508,0.0
0,Azerbaijan,2002,0.10869565217391304,0.30434782608695654,0.0,0.43478260869565216,0.15217391304347827,0.0
0,Azerbaijan,2003,0.11627906976744186,0.21705426356589147,0.0,0.40310077519379844,0.26356589147286824,0.0
0,Azerbaijan,2004,0.17592592592592593,0.1574074074074074,0.0,0.4722222222222222,0.19444444444444445,0.0
0,Azerbaijan,2005,0.0,0.0,0.0,0.0,0.0,0.0
0,Azerbaijan,2006,0.0,0.0,0.0,0.0,0.0,0.0
0,Azerbaijan,2007,0.18181818181818182,0.23636363636363636,0.0,0.36363636363636365,0.14545454545454545,0.07272727272727272
0,Azerbaijan,2008,0.0,0.0,0.0,0.0,0.0,0.0
0,Azerbaijan,2009,0.0,0.0,0.0,0.0,0.0,0.0
0,Azerbaijan,2010,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahamas,1991,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahamas,1992,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahamas,1993,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0
0,Bahamas,1994,0.0,0.0,0.0,1.0,0.0,0.0
0,Bahamas,1995,0.5,0.0,0.0,0.5,0.0,0.0
0,Bahamas,1996,0.0,0.0,0.0,1.0,0.0,0.0
0,Bahamas,1997,0.5,0.0,0.0,0.5,0.0,0.0
0,Bahamas,1998,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,Bahamas,1999,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0
0,Bahamas,2000,0.45454545454545453,0.09090909090909091,0.0,0.45454545454545453,0.0,0.0
0,Bahamas,2001,0.0,0.0,0.0,1.0,0.0,0.0
0,Bahamas,2002,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
0,Bahamas,2003,0.0,0.0,0.0,1.0,0.0,0.0
0,Bahamas,2004,0.0,0.0,0.0,0.5,0.5,0.0
0,Bahamas,2005,0.5,0.0,0.0,0.25,0.25,0.0
0,Bahamas,2006,0.0,0.0,0.0,0.5,0.5,0.0
0,Bahamas,2007,0.2,0.0,0.0,0.6,0.2,0.0
0,Bahamas,2008,0.25,0.0,0.0,0.25,0.25,0.25
0,Bahamas,2009,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0
0,Bahamas,2010,0.4,0.3,0.0,0.0,0.3,0.0
0,Bahrain,1991,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1992,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1993,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1994,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1995,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1996,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1997,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1998,0.0,0.0,0.0,0.0,0.0,0.0
0,Bahrain,1999,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0,0.0
0,Bahrain,2000,0.6551724137931034,0.0,0.0,0.3448275862068966,0.0,0.0
0,Bahrain,2001,0.391304347826087,0.043478260869565216,0.0,0.391304347826087,0.17391304347826086,0.0
0,Bahrain,2002,0.32,0.0,0.0,0.52,0.16,0.0
0,Bahrain,2003,0.4117647058823529,0.0,0.0,0.5,0.08823529411764706,0.0
0,Bahrain,2004,0.5238095238095238,0.09523809523809523,0.0,0.30952380952380953,0.07142857142857142,0.0
0,Bahrain,2005,0.42857142857142855,0.047619047619047616,0.0,0.38095238095238093,0.14285714285714285,0.0
0,Bahrain,2006,0.6071428571428571,0.03571428571428571,0.0,0.21428571428571427,0.14285714285714285,0.0
0,Bahrain,2007,0.425,0.05,0.0,0.375,0.15,0.0
0,Bahrain,2008,0.5348837209302325,0.023255813953488372,0.0,0.37209302325581395,0.06976744186046512,0.0
0,Bahrain,2009,0.3611111111111111,0.027777777777777776,0.0,0.4444444444444444,0.1111111111111111,0.05555555555555555
0,Bahrain,2010,0.8947368421052632,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0
0,Barbados,1991,0.17647058823529413,0.23529411764705882,0.0,0.5882352941176471,0.0,0.0
0,Barbados,1992,0.0,0.21428571428571427,0.0,0.7857142857142857,0.0,0.0
0,Barbados,1993,0.3125,0.25,0.0625,0.375,0.0,0.0
0,Barbados,1994,0.07142857142857142,0.35714285714285715,0.0,0.5,0.07142857142857142,0.0
0,Barbados,1995,0.5882352941176471,0.11764705882352941,0.0,0.29411764705882354,0.0,0.0
0,Barbados,1996,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,1997,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,1998,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,1999,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,2000,0.5,0.0,0.0,0.5,0.0,0.0
0,Barbados,2001,0.0,0.5,0.0,0.5,0.0,0.0
0,Barbados,2002,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,2003,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,2004,0.0,0.0,0.0,1.0,0.0,0.0
0,Barbados,2005,0.0,0.0,0.0,1.0,0.0,0.0
0,Barbados,2006,0.2222222222222222,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0
0,Barbados,2007,0.0,0.0,0.0,0.0,0.0,0.0
0,Barbados,2008,0.0,0.0,0.0,1.0,0.0,0.0
0,Barbados,2009,0.0,0.4,0.0,0.6,0.0,0.0
0,Barbados,2010,1.0,0.0,0.0,0.0,0.0,0.0
0,Belarus,1991,0.07976025818349469,0.26556016597510373,0.06592899953895805,0.5813739050253574,0.007376671277086215,0.0
0,Belarus,1992,0.08127062706270627,0.2553630363036304,0.05156765676567657,0.5977722772277227,0.014026402640264026,0.0
0,Belarus,1993,0.07348353552859618,0.268630849220104,0.04436741767764298,0.605892547660312,0.0076256499133448875,0.0
0,Belarus,1994,0.07738661592134476,0.2848081192515065,0.04503647320012686,0.5870599429115129,0.005708848715509039,0.0
0,Belarus,1995,0.24008741804558226,0.2797377458632532,0.03746487667811427,0.438026849828286,0.004683109584764283,0.0
0,Belarus,1996,0.23269920044113593,0.29583677970774747,0.03666942376619796,0.43038323683484975,0.0044113592500689275,0.0
0,Belarus,1997,0.24361883153715258,0.2855927396483267,0.038570618264322176,0.4293817356778219,0.0028360748723766306,0.0
0,Belarus,1998,0.24971878515185603,0.2753093363329584,0.04499437570303712,0.4251968503937008,0.004780652418447694,0.0
0,Belarus,1999,0.28054165440094203,0.26758904916102444,0.046217250515160437,0.3979982337356491,0.007653812187224021,0.0
0,Belarus,2000,0.25954636807349984,0.2563881711168533,0.04478897502153316,0.43181165661785814,0.007464829170255527,0.0
0,Belarus,2001,0.1604601877081441,0.29518619436875565,0.0,0.43293975174084165,0.11141386618225856,0.0
0,Belarus,2002,0.176238225463385,0.27468854451534486,0.0,0.441810999696141,0.10726223032512915,0.0
0,Belarus,2003,0.17274305555555555,0.29832175925925924,0.0,0.4291087962962963,0.0998263888888889,0.0
0,Belarus,2004,0.0,0.0,0.0,0.0,0.0,0.0
0,Belarus,2005,0.0,0.0,0.0,0.0,0.0,0.0
0,Belarus,2006,0.0,0.0,0.0,0.0,0.0,0.0
0,Belarus,2007,0.1733734486649116,0.310267017675818,0.0,0.39977435125987215,0.11207220759684092,0.0045129748025573525
0,Belarus,2008,0.16591422121896163,0.3017306245297216,0.0,0.43077501881113617,0.09894657637321294,0.0026335590669676447
0,Belarus,2009,0.1892088953700328,0.3022238425082027,0.0,0.3893547211082756,0.11483776886620488,0.004374772147283996
0,Belarus,2010,0.5921106140707605,0.2919886132574217,0.0,0.0,0.1134607564050427,0.0024400162667751117
0,Belgium,1991,0.06814404432132964,0.2670360110803324,0.1556786703601108,0.506371191135734,0.002770083102493075,0.0
0,Belgium,1992,0.07614483493077742,0.2838125665601704,0.1448349307774228,0.4925452609158679,0.0026624068157614484,0.0
0,Belgium,1993,0.07983193277310924,0.2600373482726424,0.1353874883286648,0.5224089635854342,0.002334267040149393,0.0
0,Belgium,1994,0.08212106992022525,0.2641952135147818,0.1323322383857344,0.5161895823557016,0.005161895823557016,0.0
0,Belgium,1995,0.23062645011600927,0.2677494199535963,0.11740139211136891,0.37819025522041766,0.0060324825986078886,0.0
0,Belgium,1996,0.2444113263785395,0.252856433184302,0.11972180824639841,0.38052657724788874,0.0024838549428713363,0.0
0,Belgium,1997,0.2385834109972041,0.24044734389561975,0.1239515377446412,0.39422180801491147,0.0027958993476234857,0.0
0,Belgium,1998,0.22734026745913818,0.23922734026745915,0.1342248637939574,0.3957404655770183,0.003467062902426944,0.0
0,Belgium,1999,0.21863220247711362,0.2552504038772213,0.11308562197092084,0.407108239095315,0.0059235325794291865,0.0
0,Belgium,2000,0.2384507699486701,0.2487167522165189,0.11759216052263183,0.3929071395240317,0.0023331777881474567,0.0
0,Belgium,2001,0.13579676674364896,0.35704387990762126,0.0,0.4314087759815243,0.07575057736720554,0.0
0,Belgium,2002,0.14113680154142583,0.37042389210019266,0.0,0.4229287090558767,0.06551059730250482,0.0
0,Belgium,2003,0.13629842180774748,0.3500717360114778,0.0,0.43137254901960786,0.08225729316116691,0.0
0,Belgium,2004,0.13085052843482636,0.35782586814292905,0.0,0.4302969300452944,0.08102667337695017,0.0
0,Belgium,2005,0.11976343026121242,0.3854115327747659,0.0,0.433218334154756,0.06160670280926565,0.0
0,Belgium,2006,0.13798449612403102,0.3648578811369509,0.0,0.43669250645994834,0.06046511627906977,0.0
0,Belgium,2007,0.11523963381798599,0.38395261173936457,0.0,0.43618739903069464,0.06085083467959074,0.003769520732364028
0,Belgium,2008,0.11155577788894447,0.3741870935467734,0.0,0.4367183591795898,0.0735367683841921,0.00400200100050025
0,Belgium,2009,0.11574764033780427,0.38450074515648286,0.0,0.4341778440139096,0.061599602583209144,0.003974167908594138
0,Belgium,2010,0.5459513164431197,0.3849975161450571,0.0,0.0,0.06458022851465474,0.004470938897168405
0,Belize,1991,0.0,0.5,0.0,0.5,0.0,0.0
0,Belize,1992,0.0,0.0,0.0,0.0,0.0,0.0
0,Belize,1993,0.0,0.0,0.0,1.0,0.0,0.0
0,Belize,1994,0.0,0.125,0.25,0.625,0.0,0.0
0,Belize,1995,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.0
0,Belize,1996,0.5,0.25,0.0,0.25,0.0,0.0
0,Belize,1997,0.0,0.0,0.0,1.0,0.0,0.0
0,Belize,1998,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0
0,Belize,1999,0.6666666666666666,0.0,0.0,0.2777777777777778,0.05555555555555555,0.0
0,Belize,2000,0.5,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.0,0.0
0,Belize,2001,0.42105263157894735,0.10526315789473684,0.0,0.15789473684210525,0.3157894736842105,0.0
0,Belize,2002,0.07142857142857142,0.07142857142857142,0.0,0.5714285714285714,0.2857142857142857,0.0
0,Belize,2003,0.3333333333333333,0.08333333333333333,0.0,0.25,0.3333333333333333,0.0
0,Belize,2004,0.2,0.2,0.0,0.25,0.35,0.0
0,Belize,2005,0.4166666666666667,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0
0,Belize,2006,0.09090909090909091,0.0,0.0,0.36363636363636365,0.5454545454545454,0.0
0,Belize,2007,0.0,0.125,0.0,0.375,0.375,0.125
0,Belize,2008,0.18181818181818182,0.09090909090909091,0.0,0.5454545454545454,0.18181818181818182,0.0
0,Belize,2009,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.5333333333333333,0.0
0,Belize,2010,0.7333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0
0,Brazil,1991,0.20830100853374708,0.17106283941039566,0.03704422032583398,0.5688518231186966,0.01474010861132661,0.0
0,Brazil,1992,0.21106203188016132,0.15536777415018244,0.0349529479546764,0.5842135586710198,0.014403687343960053,0.0
0,Brazil,1993,0.22712418300653595,0.14705882352941177,0.03649237472766884,0.5744371822803195,0.014887436456063908,0.0
0,Brazil,1994,0.23066485753052918,0.1524762550881954,0.0371438263229308,0.5637720488466758,0.01594301221166893,0.0
0,Brazil,1995,0.4692472460220318,0.15605875152998777,0.03396572827417381,0.329406364749082,0.011321909424724603,0.0
0,Brazil,1996,0.45909226634816364,0.1492982979994028,0.03404001194386384,0.3396536279486414,0.017915795759928337,0.0
0,Brazil,1997,0.4440574662603396,0.15919315048614135,0.03816572340734291,0.3429110433899289,0.01567261645624728,0.0
